scaffold_id,scaffold_name,murcko_smiles,generic_murcko_smiles,source_classes,representative_molecules,best_fxia_activity,median_fxia_activity,activity_tier,selectivity_evidence,pdb_evidence,sar_depth,patent_crowding,synthetic_accessibility,generation_suitability,recommended_generation_methods,key_exit_vectors,known_liabilities,priority_score,decision,notes
FXIA-SCAF-0001,ChEMBL Murcko scaffold cluster,O=C(Cn1ccc(-c2ccccc2)cc1=O)Nc1ccccc1,CC(CC1CCCCC1)CC1CCC(C2CCCCC2)CC1C,ChEMBL activity records,CHEMBL3953489;CHEMBL3908498;CHEMBL3963222;CHEMBL3956938;CHEMBL3893331,0.6 nM,35 nM,Tier A,needs_verification,needs_verification,chembl_activity_cluster,needs_patent_review,needs_verification,needs_verification,needs_verification,needs_verification,selectivity and assay context not yet reviewed,,hold_for_more_data,875 ChEMBL assay rows; 84 unique parent InChIKeys. Primary potency endpoints only used for activity tier.
FXIA-SCAF-0002,ChEMBL Murcko scaffold cluster,O=C1CCCC[C@H](N2CCC(c3ccccc3)=CC2=O)c2cc(ccn2)-c2ccccc2N1,CC1CCCCC(C2CCC(C3CCCCC3)CC2C)C2CCCC(C2)C2CCCCC2C1,ChEMBL activity records,CHEMBL3260339;CHEMBL4638245;CHEMBL4112474;CHEMBL4114880;CHEMBL4107149,0.03 nM,7.62 nM,Tier A,needs_verification,needs_verification,chembl_activity_cluster,needs_patent_review,needs_verification,needs_verification,needs_verification,needs_verification,selectivity and assay context not yet reviewed,,hold_for_more_data,330 ChEMBL assay rows; 108 unique parent InChIKeys. Primary potency endpoints only used for activity tier.
FXIA-SCAF-0003,ChEMBL Murcko scaffold cluster,O=C(Nc1ccccc1)C(CC1CC1)c1ccc(-c2ccccc2)c[nH+]1,CC(CC1CCCCC1)C(CC1CC1)C1CCC(C2CCCCC2)CC1,ChEMBL activity records,CHEMBL6043480;CHEMBL6034627;CHEMBL5826840;CHEMBL5826987;CHEMBL5967023,0.3 nM,24 nM,Tier A,needs_verification,needs_verification,chembl_activity_cluster,needs_patent_review,needs_verification,needs_verification,needs_verification,needs_verification,selectivity and assay context not yet reviewed,,hold_for_more_data,189 ChEMBL assay rows; 29 unique parent InChIKeys. Primary potency endpoints only used for activity tier.
FXIA-SCAF-0004,ChEMBL Murcko scaffold cluster,O=C(Cn1ccc(-c2ccccc2-n2ccnn2)cc1=O)Nc1ccc2n[nH]cc2c1,CC(CC1CCC2CCCC2C1)CC1CCC(C2CCCCC2C2CCCC2)CC1C,ChEMBL activity records,CHEMBL5407035;CHEMBL5405411;CHEMBL5436016;CHEMBL5429900;CHEMBL5433653,0.65 nM,1.4 nM,Tier A,needs_verification,needs_verification,chembl_activity_cluster,needs_patent_review,needs_verification,needs_verification,needs_verification,needs_verification,selectivity and assay context not yet reviewed,,hold_for_more_data,167 ChEMBL assay rows; 27 unique parent InChIKeys. Primary potency endpoints only used for activity tier.
FXIA-SCAF-0005,ChEMBL Murcko scaffold cluster,O=C(Cn1ccc(-c2ccccc2-n2ccnn2)cc1=O)Nc1ccccc1,CC(CC1CCCCC1)CC1CCC(C2CCCCC2C2CCCC2)CC1C,ChEMBL activity records,CHEMBL5427131;CHEMBL5394778;CHEMBL5395642;CHEMBL5402871;CHEMBL5394263,0.62 nM,1.4 nM,Tier A,needs_verification,needs_verification,chembl_activity_cluster,needs_patent_review,needs_verification,needs_verification,needs_verification,needs_verification,selectivity and assay context not yet reviewed,,hold_for_more_data,161 ChEMBL assay rows; 28 unique parent InChIKeys. Primary potency endpoints only used for activity tier.
FXIA-SCAF-0006,ChEMBL Murcko scaffold cluster,O=C(Nc1ncc[nH]1)[C@@H]1[C@@H](Cc2ccncc2)C(=O)N1C(=O)NCc1ccccc1,CC(CCC1CCCCC1)C1C(C)C(CC2CCCCC2)C1C(C)CC1CCCC1,ChEMBL activity records,CHEMBL5430121;CHEMBL5890612;CHEMBL5844435;CHEMBL5865484;CHEMBL5782726,10 nM,10 nM,Tier A,needs_verification,needs_verification,chembl_activity_cluster,needs_patent_review,needs_verification,needs_verification,needs_verification,needs_verification,selectivity and assay context not yet reviewed,,hold_for_more_data,157 ChEMBL assay rows; 52 unique parent InChIKeys. Primary potency endpoints only used for activity tier.
FXIA-SCAF-0007,ChEMBL Murcko scaffold cluster,O=C(/C=C/c1ccccc1-n1cnnn1)N[C@H]1CCCCCNc2ccccc2-c2c[nH]c1n2,CC(CCC1CCCCC1C1CCCC1)CC1CCCCCCC2CCCCC2C2CCC1C2,ChEMBL activity records,CHEMBL3699163;CHEMBL3699209;CHEMBL3699175;CHEMBL3699210;CHEMBL3699211,0.22 nM,19 nM,Tier A,needs_verification,needs_verification,chembl_activity_cluster,needs_patent_review,needs_verification,needs_verification,needs_verification,needs_verification,selectivity and assay context not yet reviewed,,hold_for_more_data,156 ChEMBL assay rows; 36 unique parent InChIKeys. Primary potency endpoints only used for activity tier.
FXIA-SCAF-0008,ChEMBL Murcko scaffold cluster,O=C(Nc1ccccc1)C(CC1CC1)n1ccc(-c2ccccc2)cc1=O,CC1CC(C2CCCCC2)CCC1C(CC1CC1)C(C)CC1CCCCC1,ChEMBL activity records,CHEMBL3925210;CHEMBL3946990;CHEMBL3927359;CHEMBL3982049;CHEMBL3952719,1.6 nM,39 nM,Tier A,needs_verification,needs_verification,chembl_activity_cluster,needs_patent_review,needs_verification,needs_verification,needs_verification,needs_verification,selectivity and assay context not yet reviewed,,hold_for_more_data,137 ChEMBL assay rows; 9 unique parent InChIKeys. Primary potency endpoints only used for activity tier.
FXIA-SCAF-0009,ChEMBL Murcko scaffold cluster,O=C(Nc1ccccc1)C(Cc1ccccc1)n1ccc(-c2ccccc2)cc1=O,CC1CC(C2CCCCC2)CCC1C(CC1CCCCC1)C(C)CC1CCCCC1,ChEMBL activity records,CHEMBL6046187;CHEMBL5978879;CHEMBL6054315;CHEMBL5997272;CHEMBL5739558,17 nM,54 nM,Tier B,needs_verification,needs_verification,chembl_activity_cluster,needs_patent_review,needs_verification,needs_verification,needs_verification,needs_verification,selectivity and assay context not yet reviewed,,hold_for_more_data,129 ChEMBL assay rows; 22 unique parent InChIKeys. Primary potency endpoints only used for activity tier.
FXIA-SCAF-0010,ChEMBL Murcko scaffold cluster,O=C(Cn1ccc(-c2ccccc2-n2ccnn2)cc1=O)Nc1ccc2nccnc2c1,CC(CC1CCC2CCCCC2C1)CC1CCC(C2CCCCC2C2CCCC2)CC1C,ChEMBL activity records,CHEMBL5417896;CHEMBL5418189;CHEMBL5849567;CHEMBL5749327;CHEMBL5777367,0.55 nM,1.3 nM,Tier A,needs_verification,needs_verification,chembl_activity_cluster,needs_patent_review,needs_verification,needs_verification,needs_verification,needs_verification,selectivity and assay context not yet reviewed,,hold_for_more_data,128 ChEMBL assay rows; 22 unique parent InChIKeys. Primary potency endpoints only used for activity tier.
FXIA-SCAF-0011,ChEMBL Murcko scaffold cluster,O=C(Nc1cc[nH]n1)[C@@H]1[C@@H](Cc2ccncc2)C(=O)N1C(=O)NCc1ccccc1,CC(CCC1CCCCC1)C1C(C)C(CC2CCCCC2)C1C(C)CC1CCCC1,ChEMBL activity records,CHEMBL5932330;CHEMBL5921325;CHEMBL6053343;CHEMBL5800047;CHEMBL6029631,10 nM,10 nM,Tier A,needs_verification,needs_verification,chembl_activity_cluster,needs_patent_review,needs_verification,needs_verification,needs_verification,needs_verification,selectivity and assay context not yet reviewed,,hold_for_more_data,117 ChEMBL assay rows; 38 unique parent InChIKeys. Primary potency endpoints only used for activity tier.
FXIA-SCAF-0012,ChEMBL Murcko scaffold cluster,O=C(Nc1ccn[nH]1)[C@@H]1[C@@H](Cc2ccncc2)C(=O)N1C(=O)NCc1ccccc1,CC(CCC1CCCCC1)C1C(C)C(CC2CCCCC2)C1C(C)CC1CCCC1,ChEMBL activity records,CHEMBL5744545;CHEMBL5996264;CHEMBL6028346;CHEMBL5793600;CHEMBL6055696,10 nM,10 nM,Tier A,needs_verification,needs_verification,chembl_activity_cluster,needs_patent_review,needs_verification,needs_verification,needs_verification,needs_verification,selectivity and assay context not yet reviewed,,hold_for_more_data,105 ChEMBL assay rows; 35 unique parent InChIKeys. Primary potency endpoints only used for activity tier.
FXIA-SCAF-0013,ChEMBL Murcko scaffold cluster,O=C(Nc1cn[nH]c1)[C@@H]1[C@@H](Cc2ccncc2)C(=O)N1C(=O)NCc1ccccc1,CC(CCC1CCCCC1)C1C(C)C(CC2CCCCC2)C1C(C)CC1CCCC1,ChEMBL activity records,CHEMBL5908459;CHEMBL5968202;CHEMBL6041461;CHEMBL5894965;CHEMBL5842248,10 nM,10 nM,Tier A,needs_verification,needs_verification,chembl_activity_cluster,needs_patent_review,needs_verification,needs_verification,needs_verification,needs_verification,selectivity and assay context not yet reviewed,,hold_for_more_data,99 ChEMBL assay rows; 33 unique parent InChIKeys. Primary potency endpoints only used for activity tier.
FXIA-SCAF-0014,ChEMBL Murcko scaffold cluster,O=C1CCCC[C@H](c2ccc(-c3ccccc3)c[nH+]2)c2nc(c[nH]2)-c2ccccc2N1,CC1CCCCC(C2CCC(C3CCCCC3)CC2)C2CCC(C2)C2CCCCC2C1,ChEMBL activity records,CHEMBL5182258;CHEMBL5183661;CHEMBL5196642;CHEMBL5184670;CHEMBL5795285,0.04 nM,0.21 nM,Tier A,needs_verification,needs_verification,chembl_activity_cluster,needs_patent_review,needs_verification,needs_verification,needs_verification,needs_verification,selectivity and assay context not yet reviewed,,hold_for_more_data,94 ChEMBL assay rows; 33 unique parent InChIKeys. Primary potency endpoints only used for activity tier.
FXIA-SCAF-0015,ChEMBL Murcko scaffold cluster,O=C(Nc1ccccc1)C(CC1CCCCC1)n1ccc(-c2ccccc2)cc1=O,CC1CC(C2CCCCC2)CCC1C(CC1CCCCC1)C(C)CC1CCCCC1,ChEMBL activity records,CHEMBL3956193;CHEMBL3924673;CHEMBL3894338,0.3 nM,5.2 nM,Tier A,needs_verification,needs_verification,chembl_activity_cluster,needs_patent_review,needs_verification,needs_verification,needs_verification,needs_verification,selectivity and assay context not yet reviewed,,hold_for_more_data,91 ChEMBL assay rows; 3 unique parent InChIKeys. Primary potency endpoints only used for activity tier.
FXIA-SCAF-0016,ChEMBL Murcko scaffold cluster,O=C(Cn1ccc(-c2ccccc2)cc1=O)Nc1cccnc1,CC(CC1CCCCC1)CC1CCC(C2CCCCC2)CC1C,ChEMBL activity records,CHEMBL5420409;CHEMBL5742836;CHEMBL6042494;CHEMBL5940575;CHEMBL5749988,5.6 nM,23 nM,Tier A,needs_verification,needs_verification,chembl_activity_cluster,needs_patent_review,needs_verification,needs_verification,needs_verification,needs_verification,selectivity and assay context not yet reviewed,,hold_for_more_data,91 ChEMBL assay rows; 13 unique parent InChIKeys. Primary potency endpoints only used for activity tier.
FXIA-SCAF-0017,ChEMBL Murcko scaffold cluster,c1ccc(-c2cnc(C3CCc4cc(-c5ccccc5-n5cnnn5)c[nH+]c43)[nH]2)cc1,C1CCC(C2CCC(C3CCC4CC(C5CCCCC5C5CCCC5)CCC43)C2)CC1,ChEMBL activity records,CHEMBL5790302;CHEMBL6042125;CHEMBL6064321;CHEMBL5892355;CHEMBL5949824,0.207 nM,1.47 nM,Tier A,needs_verification,needs_verification,chembl_activity_cluster,needs_patent_review,needs_verification,needs_verification,needs_verification,needs_verification,selectivity and assay context not yet reviewed,,hold_for_more_data,87 ChEMBL assay rows; 23 unique parent InChIKeys. Primary potency endpoints only used for activity tier.
FXIA-SCAF-0018,ChEMBL Murcko scaffold cluster,O=C(Cn1ccc(-c2ccccc2-c2nnco2)cc1=O)Nc1ccccc1,CC(CC1CCCCC1)CC1CCC(C2CCCCC2C2CCCC2)CC1C,ChEMBL activity records,CHEMBL5833123;CHEMBL5896443;CHEMBL6007614;CHEMBL5952771;CHEMBL5906105,0.7 nM,4.6 nM,Tier A,needs_verification,needs_verification,chembl_activity_cluster,needs_patent_review,needs_verification,needs_verification,needs_verification,needs_verification,selectivity and assay context not yet reviewed,,hold_for_more_data,75 ChEMBL assay rows; 12 unique parent InChIKeys. Primary potency endpoints only used for activity tier.
FXIA-SCAF-0019,ChEMBL Murcko scaffold cluster,O=C(Cn1ccc(-c2ccccc2)cc1=O)Nc1ccn2nccc2c1,CC(CC1CCC2CCCC2C1)CC1CCC(C2CCCCC2)CC1C,ChEMBL activity records,CHEMBL5798560;CHEMBL5983072;CHEMBL5878776;CHEMBL6023059;CHEMBL5920425,2.7 nM,28.5 nM,Tier A,needs_verification,needs_verification,chembl_activity_cluster,needs_patent_review,needs_verification,needs_verification,needs_verification,needs_verification,selectivity and assay context not yet reviewed,,hold_for_more_data,66 ChEMBL assay rows; 19 unique parent InChIKeys. Primary potency endpoints only used for activity tier.
FXIA-SCAF-0020,ChEMBL Murcko scaffold cluster,O=C(Nc1ccccc1)[C@H](Cc1ccccc1)n1ccc(-c2ccccc2)cc1=O,CC1CC(C2CCCCC2)CCC1C(CC1CCCCC1)C(C)CC1CCCCC1,ChEMBL activity records,CHEMBL6029575;CHEMBL6058295;CHEMBL5999831;CHEMBL5743080;CHEMBL5911946,13 nM,29 nM,Tier B,needs_verification,needs_verification,chembl_activity_cluster,needs_patent_review,needs_verification,needs_verification,needs_verification,needs_verification,selectivity and assay context not yet reviewed,,hold_for_more_data,63 ChEMBL assay rows; 10 unique parent InChIKeys. Primary potency endpoints only used for activity tier.
FXIA-SCAF-0021,ChEMBL Murcko scaffold cluster,O=C(Nc1ccccc1)C(CC1CCC1)c1ccc(-c2ccccc2)c[nH+]1,CC(CC1CCCCC1)C(CC1CCC1)C1CCC(C2CCCCC2)CC1,ChEMBL activity records,CHEMBL5836425;CHEMBL5953837;CHEMBL5993019;CHEMBL5907097;CHEMBL5776930,0.1 nM,6.895 nM,Tier A,needs_verification,needs_verification,chembl_activity_cluster,needs_patent_review,needs_verification,needs_verification,needs_verification,needs_verification,selectivity and assay context not yet reviewed,,hold_for_more_data,63 ChEMBL assay rows; 9 unique parent InChIKeys. Primary potency endpoints only used for activity tier.
FXIA-SCAF-0022,ChEMBL Murcko scaffold cluster,O=C1CCCC[C@H](c2ccc(-c3ccccc3)c[nH+]2)c2cccc(c2)-c2ccccc2N1,CC1CCCCC(C2CCC(C3CCCCC3)CC2)C2CCCC(C2)C2CCCCC2C1,ChEMBL activity records,CHEMBL6051279;CHEMBL5991026;CHEMBL5745155;CHEMBL5845152;CHEMBL5943780,0.24 nM,0.84 nM,Tier A,needs_verification,needs_verification,chembl_activity_cluster,needs_patent_review,needs_verification,needs_verification,needs_verification,needs_verification,selectivity and assay context not yet reviewed,,hold_for_more_data,63 ChEMBL assay rows; 21 unique parent InChIKeys. Primary potency endpoints only used for activity tier.
FXIA-SCAF-0023,ChEMBL Murcko scaffold cluster,O=C(Cn1ccc(-c2ccccc2)cc1=O)Nc1ccc(-c2nnn[nH]2)cc1,CC(CC1CCC(C2CCCC2)CC1)CC1CCC(C2CCCCC2)CC1C,ChEMBL activity records,CHEMBL3953103;CHEMBL3943692;CHEMBL3921560;CHEMBL3928186;CHEMBL5423135,26 nM,150 nM,Tier B,needs_verification,needs_verification,chembl_activity_cluster,needs_patent_review,needs_verification,needs_verification,needs_verification,needs_verification,selectivity and assay context not yet reviewed,,hold_for_more_data,61 ChEMBL assay rows; 8 unique parent InChIKeys. Primary potency endpoints only used for activity tier.
FXIA-SCAF-0024,ChEMBL Murcko scaffold cluster,O=C(Cn1ccc(-c2ccccc2)cc1=O)Nc1ccc2c(=O)[nH][nH]c2c1,CC(CC1CCC2C(C)CCC2C1)CC1CCC(C2CCCCC2)CC1C,ChEMBL activity records,CHEMBL3938292;CHEMBL3950326;CHEMBL3917721;CHEMBL3974117;CHEMBL3957637,1.9 nM,11 nM,Tier A,needs_verification,needs_verification,chembl_activity_cluster,needs_patent_review,needs_verification,needs_verification,needs_verification,needs_verification,selectivity and assay context not yet reviewed,,hold_for_more_data,61 ChEMBL assay rows; 6 unique parent InChIKeys. Primary potency endpoints only used for activity tier.
FXIA-SCAF-0025,ChEMBL Murcko scaffold cluster,O=C(Cn1ccc(-c2ccccc2-n2ccnn2)cc1=O)Nc1ccc2ncccc2c1,CC(CC1CCC2CCCCC2C1)CC1CCC(C2CCCCC2C2CCCC2)CC1C,ChEMBL activity records,CHEMBL5953402;CHEMBL6006841;CHEMBL5896391;CHEMBL5832293;CHEMBL5787354,0.65 nM,1.45 nM,Tier A,needs_verification,needs_verification,chembl_activity_cluster,needs_patent_review,needs_verification,needs_verification,needs_verification,needs_verification,selectivity and assay context not yet reviewed,,hold_for_more_data,60 ChEMBL assay rows; 10 unique parent InChIKeys. Primary potency endpoints only used for activity tier.
FXIA-SCAF-0026,ChEMBL Murcko scaffold cluster,O=C(Nc1ccccc1)C1CCc2cc(-c3ccccc3-n3cnnn3)cnc21,CC(CC1CCCCC1)C1CCC2CC(C3CCCCC3C3CCCC3)CCC21,ChEMBL activity records,CHEMBL5973293;CHEMBL6062930;CHEMBL5997587;CHEMBL5885802;CHEMBL5909921,2.7 nM,202 nM,Tier A,needs_verification,needs_verification,chembl_activity_cluster,needs_patent_review,needs_verification,needs_verification,needs_verification,needs_verification,selectivity and assay context not yet reviewed,,hold_for_more_data,60 ChEMBL assay rows; 13 unique parent InChIKeys. Primary potency endpoints only used for activity tier.
FXIA-SCAF-0027,ChEMBL Murcko scaffold cluster,O=C(Nc1ccccc1)C(CC1CCCCO1)n1ccc(-c2ccccc2)cc1=O,CC1CC(C2CCCCC2)CCC1C(CC1CCCCC1)C(C)CC1CCCCC1,ChEMBL activity records,CHEMBL3928217;CHEMBL5874910;CHEMBL5799398,0.5 nM,7.3 nM,Tier A,needs_verification,needs_verification,chembl_activity_cluster,needs_patent_review,needs_verification,needs_verification,needs_verification,needs_verification,selectivity and assay context not yet reviewed,,hold_for_more_data,59 ChEMBL assay rows; 3 unique parent InChIKeys. Primary potency endpoints only used for activity tier.
FXIA-SCAF-0028,ChEMBL Murcko scaffold cluster,O=C(Cn1ccc(-c2ccccc2-n2ccnc2)cc1=O)Nc1ccccc1,CC(CC1CCCCC1)CC1CCC(C2CCCCC2C2CCCC2)CC1C,ChEMBL activity records,CHEMBL5797248;CHEMBL5755378;CHEMBL6038232;CHEMBL5926665;CHEMBL5749029,1.3 nM,3.6 nM,Tier A,needs_verification,needs_verification,chembl_activity_cluster,needs_patent_review,needs_verification,needs_verification,needs_verification,needs_verification,selectivity and assay context not yet reviewed,,hold_for_more_data,54 ChEMBL assay rows; 9 unique parent InChIKeys. Primary potency endpoints only used for activity tier.
FXIA-SCAF-0029,ChEMBL Murcko scaffold cluster,O=C(NCc1ccccn1)c1cnn(Cc2ccc(Cn3ccccc3=O)cc2)c1,CC1CCCCC1CC1CCC(CC2CCC(C(C)CCC3CCCCC3)C2)CC1,ChEMBL activity records,CHEMBL5095248;CHEMBL5204354;CHEMBL5775871;CHEMBL5750538;CHEMBL5192841,needs_verification,needs_verification,Tier D,needs_verification,needs_verification,chembl_activity_cluster,needs_patent_review,needs_verification,needs_verification,needs_verification,needs_verification,selectivity and assay context not yet reviewed,,hold_for_more_data,53 ChEMBL assay rows; 15 unique parent InChIKeys. Primary potency endpoints only used for activity tier.
FXIA-SCAF-0030,ChEMBL Murcko scaffold cluster,O=C(Cn1ccc(-c2ccccc2-n2cnnn2)cc1=O)Nc1ccccc1,CC(CC1CCCCC1)CC1CCC(C2CCCCC2C2CCCC2)CC1C,ChEMBL activity records,CHEMBL5775748;CHEMBL5746984;CHEMBL5788781;CHEMBL5749273;CHEMBL5888044,0.31 nM,0.55 nM,Tier A,needs_verification,needs_verification,chembl_activity_cluster,needs_patent_review,needs_verification,needs_verification,needs_verification,needs_verification,selectivity and assay context not yet reviewed,,hold_for_more_data,51 ChEMBL assay rows; 9 unique parent InChIKeys. Primary potency endpoints only used for activity tier.
FXIA-SCAF-0031,ChEMBL Murcko scaffold cluster,O=C(NCc1ccccc1-n1cncn1)c1cnn(Cc2ccc3c(c2)CNCC3)c1,CC(CCC1CCCCC1C1CCCC1)C1CCC(CC2CCC3CCCCC3C2)C1,ChEMBL activity records,CHEMBL5954476;CHEMBL6026736;CHEMBL6018013;CHEMBL5806365;CHEMBL5814071,1030 nM,19600 nM,Tier D,needs_verification,needs_verification,chembl_activity_cluster,needs_patent_review,needs_verification,needs_verification,needs_verification,needs_verification,selectivity and assay context not yet reviewed,,hold_for_more_data,48 ChEMBL assay rows; 16 unique parent InChIKeys. Primary potency endpoints only used for activity tier.
FXIA-SCAF-0032,ChEMBL Murcko scaffold cluster,O=C(Nc1cccnc1)C(Cc1cc[nH]n1)n1ccc(-c2ccccc2)cc1=O,CC1CC(C2CCCCC2)CCC1C(CC1CCCC1)C(C)CC1CCCCC1,ChEMBL activity records,CHEMBL5907220;CHEMBL6030731;CHEMBL5921136;CHEMBL5775134;CHEMBL5817941,3.1 nM,18.5 nM,Tier A,needs_verification,needs_verification,chembl_activity_cluster,needs_patent_review,needs_verification,needs_verification,needs_verification,needs_verification,selectivity and assay context not yet reviewed,,hold_for_more_data,48 ChEMBL assay rows; 8 unique parent InChIKeys. Primary potency endpoints only used for activity tier.
FXIA-SCAF-0033,ChEMBL Murcko scaffold cluster,O=C(Nc1ccccc1)C1c2cccc(N3CCCCC3)c2CCN1C(=O)c1cnn(-c2ccccc2)c1,CC(CC1CCCCC1)C1C(C(C)C2CCC(C3CCCCC3)C2)CCC2C(C3CCCCC3)CCCC21,ChEMBL activity records,CHEMBL5932863;CHEMBL6020427;CHEMBL5972940;CHEMBL5871969;CHEMBL6012070,5 nM,5 nM,Tier A,needs_verification,needs_verification,chembl_activity_cluster,needs_patent_review,needs_verification,needs_verification,needs_verification,needs_verification,selectivity and assay context not yet reviewed,,hold_for_more_data,45 ChEMBL assay rows; 15 unique parent InChIKeys. Primary potency endpoints only used for activity tier.
FXIA-SCAF-0034,ChEMBL Murcko scaffold cluster,O=C1CCCC[C@H](N2CCC(c3ccccc3)=CC2=O)c2cccc(c2)-c2ccccc2N1,CC1CCCCC(C2CCC(C3CCCCC3)CC2C)C2CCCC(C2)C2CCCCC2C1,ChEMBL activity records,CHEMBL4111308;CHEMBL4115461;CHEMBL4113927;CHEMBL4106461;CHEMBL4113057,0.17 nM,0.81 nM,Tier A,needs_verification,needs_verification,chembl_activity_cluster,needs_patent_review,needs_verification,needs_verification,needs_verification,needs_verification,selectivity and assay context not yet reviewed,,hold_for_more_data,45 ChEMBL assay rows; 13 unique parent InChIKeys. Primary potency endpoints only used for activity tier.
FXIA-SCAF-0035,ChEMBL Murcko scaffold cluster,O=C(Cn1ccc(-c2ccccc2-n2ccnc2)cc1=O)Nc1ccc2n[nH]cc2c1,CC(CC1CCC2CCCC2C1)CC1CCC(C2CCCCC2C2CCCC2)CC1C,ChEMBL activity records,CHEMBL5411606;CHEMBL5440419;CHEMBL5772836;CHEMBL5771874;CHEMBL5951135,1.8 nM,8.25 nM,Tier A,needs_verification,needs_verification,chembl_activity_cluster,needs_patent_review,needs_verification,needs_verification,needs_verification,needs_verification,selectivity and assay context not yet reviewed,,hold_for_more_data,44 ChEMBL assay rows; 7 unique parent InChIKeys. Primary potency endpoints only used for activity tier.
FXIA-SCAF-0036,ChEMBL Murcko scaffold cluster,O=C(Nc1ccccc1)C(Cc1ccncc1)n1ccc(-c2ccccc2)cc1=O,CC1CC(C2CCCCC2)CCC1C(CC1CCCCC1)C(C)CC1CCCCC1,ChEMBL activity records,CHEMBL3968424;CHEMBL3917439;CHEMBL5881687,33 nM,65 nM,Tier B,needs_verification,needs_verification,chembl_activity_cluster,needs_patent_review,needs_verification,needs_verification,needs_verification,needs_verification,selectivity and assay context not yet reviewed,,hold_for_more_data,43 ChEMBL assay rows; 3 unique parent InChIKeys. Primary potency endpoints only used for activity tier.
FXIA-SCAF-0037,ChEMBL Murcko scaffold cluster,O=C(/C=C/c1ccccc1-n1cnnn1)N[C@H]1CCCCC(=O)Nc2ccccc2-c2c[nH]c1n2,CC(CCC1CCCCC1C1CCCC1)CC1CCCCC(C)CC2CCCCC2C2CCC1C2,ChEMBL activity records,CHEMBL3676167;CHEMBL3699172;CHEMBL4101766;CHEMBL4083769;CHEMBL4076558,0.07 nM,5 nM,Tier A,needs_verification,needs_verification,chembl_activity_cluster,needs_patent_review,needs_verification,needs_verification,needs_verification,needs_verification,selectivity and assay context not yet reviewed,,hold_for_more_data,42 ChEMBL assay rows; 13 unique parent InChIKeys. Primary potency endpoints only used for activity tier.
FXIA-SCAF-0038,ChEMBL Murcko scaffold cluster,O=C(Nc1ccccc1)C(CC1CCC1)n1ccc(-c2ccccc2)cc1=O,CC1CC(C2CCCCC2)CCC1C(CC1CCC1)C(C)CC1CCCCC1,ChEMBL activity records,CHEMBL3921152;CHEMBL3914546;CHEMBL3939082;CHEMBL5875916;CHEMBL5975311,1.9 nM,30 nM,Tier A,needs_verification,needs_verification,chembl_activity_cluster,needs_patent_review,needs_verification,needs_verification,needs_verification,needs_verification,selectivity and assay context not yet reviewed,,hold_for_more_data,42 ChEMBL assay rows; 5 unique parent InChIKeys. Primary potency endpoints only used for activity tier.
FXIA-SCAF-0039,ChEMBL Murcko scaffold cluster,O=C(Cn1ccc(-c2ccccc2-c2cnco2)cc1=O)Nc1ccccc1,CC(CC1CCCCC1)CC1CCC(C2CCCCC2C2CCCC2)CC1C,ChEMBL activity records,CHEMBL5808686;CHEMBL5829830;CHEMBL5987799;CHEMBL5871778;CHEMBL6005130,0.4 nM,3.6 nM,Tier A,needs_verification,needs_verification,chembl_activity_cluster,needs_patent_review,needs_verification,needs_verification,needs_verification,needs_verification,selectivity and assay context not yet reviewed,,hold_for_more_data,42 ChEMBL assay rows; 7 unique parent InChIKeys. Primary potency endpoints only used for activity tier.
FXIA-SCAF-0040,ChEMBL Murcko scaffold cluster,O=C1CCCCC(c2ccc(-c3ccccc3)c[nH+]2)c2nc(c[nH]2)-c2ccccc2N1,CC1CCCCC(C2CCC(C3CCCCC3)CC2)C2CCC(C2)C2CCCCC2C1,ChEMBL activity records,CHEMBL5807118;CHEMBL5765808;CHEMBL5859416;CHEMBL5851154;CHEMBL5759902,0.13 nM,0.28 nM,Tier A,needs_verification,needs_verification,chembl_activity_cluster,needs_patent_review,needs_verification,needs_verification,needs_verification,needs_verification,selectivity and assay context not yet reviewed,,hold_for_more_data,42 ChEMBL assay rows; 14 unique parent InChIKeys. Primary potency endpoints only used for activity tier.
FXIA-SCAF-0041,ChEMBL Murcko scaffold cluster,O=C1CCCC[C@@H](c2ccc(-c3ccccc3)c[nH+]2)c2nc(c[nH]2)-c2ccccc2N1,CC1CCCCC(C2CCC(C3CCCCC3)CC2)C2CCC(C2)C2CCCCC2C1,ChEMBL activity records,CHEMBL5880383;CHEMBL5949578;CHEMBL5853441;CHEMBL5868389;CHEMBL5806993,0.3 nM,12.1 nM,Tier A,needs_verification,needs_verification,chembl_activity_cluster,needs_patent_review,needs_verification,needs_verification,needs_verification,needs_verification,selectivity and assay context not yet reviewed,,hold_for_more_data,42 ChEMBL assay rows; 14 unique parent InChIKeys. Primary potency endpoints only used for activity tier.
FXIA-SCAF-0042,ChEMBL Murcko scaffold cluster,O=C(Cn1ccc(-c2ccccc2)cc1=O)Nc1ccc2[nH]ncc2c1,CC(CC1CCC2CCCC2C1)CC1CCC(C2CCCCC2)CC1C,ChEMBL activity records,CHEMBL3897730;CHEMBL3948414;CHEMBL3922280;CHEMBL3917099,6.3 nM,17 nM,Tier A,needs_verification,needs_verification,chembl_activity_cluster,needs_patent_review,needs_verification,needs_verification,needs_verification,needs_verification,selectivity and assay context not yet reviewed,,hold_for_more_data,41 ChEMBL assay rows; 4 unique parent InChIKeys. Primary potency endpoints only used for activity tier.
