molecule_id,name,parent_smiles,activity_type,activity_nm,source_url,confidence,notes
CHEMBL4107795,,COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)CCC[C@H](N1CCC(c3c(C(C)=O)ccc(Cl)c3F)=CC1=O)c1cccc-2c1,Ki,0.17,https://www.ebi.ac.uk/chembl/activity_report_card/27608759,low,proxy exclusion; replace or augment with curated patent examples before legal/IP conclusions
CHEMBL3580754,,O=C(/C=C/c1cc(Cl)ccc1-n1cnnn1)N[C@@H](Cc1ccccc1)c1nc(-c2ccc3[nH]c(=O)cc(O)c3c2)c(Cl)[nH]1,Ki,0.18,https://www.ebi.ac.uk/chembl/activity_report_card/15617378,low,proxy exclusion; replace or augment with curated patent examples before legal/IP conclusions
CHEMBL4089185,,CC[C@@H]1CCC[C@H](NC(=O)/C=C/c2cc(Cl)ccc2-n2cnnn2)c2nc(c[nH]2)-c2ccc(NC(=O)OC)cc2NC1=O,Ki,0.18,https://www.ebi.ac.uk/chembl/activity_report_card/18264407,low,proxy exclusion; replace or augment with curated patent examples before legal/IP conclusions
CHEMBL4439729,,COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)CCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1cc-2ccn1,Ki,0.18,https://www.ebi.ac.uk/chembl/activity_report_card/19058303,low,proxy exclusion; replace or augment with curated patent examples before legal/IP conclusions
CHEMBL5929651,,C[C@@H]1CCC[C@H](c2ccc(-c3cc(Cl)ccc3-n3cnnn3)c[n+]2[O-])c2cccc(c2)-c2cc(F)ccc2NC1=O,Ki,0.18,https://www.ebi.ac.uk/chembl/activity_report_card/27397184,low,proxy exclusion; replace or augment with curated patent examples before legal/IP conclusions
CHEMBL5898771,,Nc1ccc2c(c1)NC(=O)CCCCC(c1ccc(-c3c(F)ccc(Cl)c3F)c[n+]1[O-])c1nc-2c[nH]1,Ki,0.18,https://www.ebi.ac.uk/chembl/activity_report_card/27397565,low,proxy exclusion; replace or augment with curated patent examples before legal/IP conclusions
CHEMBL4115353,,COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)C(F)CC[C@H](N1CCC(c3c(F)ccc(Cl)c3F)=CC1=O)c1cc-2ccn1,Ki,0.18,https://www.ebi.ac.uk/chembl/activity_report_card/27608786,low,proxy exclusion; replace or augment with curated patent examples before legal/IP conclusions
CHEMBL5183661,,CCOC(=O)c1[nH]c2nc1-c1ccc(NC(=O)OC)cc1NC(=O)C(C)(C)CCC[C@@H]2c1ccc(-c2cccc(Cl)c2F)c[n+]1[O-],IC50,0.19,https://www.ebi.ac.uk/chembl/activity_report_card/24749839,low,proxy exclusion; replace or augment with curated patent examples before legal/IP conclusions
CHEMBL6133730,,COc1cn(Cc2cc(-c3ccc(N)nc3)ccn2)c(=O)cc1-c1cc(Cl)ccc1-n1cnnn1,IC50,0.19,https://www.ebi.ac.uk/chembl/activity_report_card/29174290,low,proxy exclusion; replace or augment with curated patent examples before legal/IP conclusions
CHEMBL6150603,,COc1cn(Cc2cc(-c3ccc(N)nc3F)ccn2)c(=O)cc1-c1cc(Cl)ccc1-n1cnnn1,IC50,0.19,https://www.ebi.ac.uk/chembl/activity_report_card/29174298,low,proxy exclusion; replace or augment with curated patent examples before legal/IP conclusions
CHEMBL5933918,,CC1CC1C[C@@H](C(=O)Nc1ccc(C(=O)O)cc1)c1ccc(-c2c(C(F)F)ccc(Cl)c2F)c[n+]1[O-],IC50,0.19,https://www.ebi.ac.uk/chembl/activity_report_card/27037802,low,proxy exclusion; replace or augment with curated patent examples before legal/IP conclusions
CHEMBL6033763,,O=C(O)c1ccc(NC(=O)C(CC2CC2)c2ccc(-c3c(-n4cnnn4)ccc(Cl)c3F)c[n+]2[O-])cc1,IC50,0.19,https://www.ebi.ac.uk/chembl/activity_report_card/27324035,low,proxy exclusion; replace or augment with curated patent examples before legal/IP conclusions
CHEMBL5821284,,COC(=O)Nc1ccc2c(c1)NC(=O)CCCC[C@H](c1ccc(-c3cc(Cl)ccc3-n3cc(C#N)cn3)c[n+]1[O-])c1cccc-2c1,Ki,0.19,https://www.ebi.ac.uk/chembl/activity_report_card/27397301,low,proxy exclusion; replace or augment with curated patent examples before legal/IP conclusions
CHEMBL5892465,,COC(=O)Nc1ccc2c(c1)NC(=O)CCCCC(c1ccc(-c3c(F)ccc(Cl)c3F)c[n+]1[O-])c1nc-2c(C)[nH]1,Ki,0.19,https://www.ebi.ac.uk/chembl/activity_report_card/27397574,low,proxy exclusion; replace or augment with curated patent examples before legal/IP conclusions
CHEMBL3127463,,CC(C)CC(=O)Nc1cc(-c2ccc(C(N)=O)cc2C(=O)O)cc(C2CC(C)(c3ccccc3)c3cc(C(=N)N)ccc3N2)c1,Ki,0.2,https://www.ebi.ac.uk/chembl/activity_report_card/13954361,low,proxy exclusion; replace or augment with curated patent examples before legal/IP conclusions
CHEMBL3127491,,CC(C)CC(=O)Nc1cc(-c2ccc(C(N)=O)cc2C(=O)O)cc([C@@H]2C[C@](C)(c3ccccc3)c3cc(C(=N)N)ccc3N2)c1,Ki,0.2,https://www.ebi.ac.uk/chembl/activity_report_card/15088585,low,proxy exclusion; replace or augment with curated patent examples before legal/IP conclusions
CHEMBL4111839,,C[C@@H]1CCC[C@H](n2cnc(-c3cc(Cl)ccc3-n3cc(Cl)nn3)cc2=O)c2ccnc(c2)-c2c(cnn2C)NC1=O,Ki,0.2,https://www.ebi.ac.uk/chembl/activity_report_card/17791793,low,proxy exclusion; replace or augment with curated patent examples before legal/IP conclusions
CHEMBL4107075,,C[C@@H]1CCC[C@H](n2cnc(-c3cc(Cl)ccc3-n3cc(C(=O)O)nn3)cc2=O)c2ccnc(c2)-c2c(cnn2C)NC1=O,Ki,0.2,https://www.ebi.ac.uk/chembl/activity_report_card/17791800,low,proxy exclusion; replace or augment with curated patent examples before legal/IP conclusions
CHEMBL4107761,,C[C@@H]1CCC[C@H](n2cnc(-c3cc(Cl)ccc3-n3cc(C(=O)O)nn3)cc2=O)c2cc(ccn2)-c2c(cnn2C)NC1=O,Ki,0.2,https://www.ebi.ac.uk/chembl/activity_report_card/17791801,low,proxy exclusion; replace or augment with curated patent examples before legal/IP conclusions
CHEMBL4444690,,CC[C@@H]1CCC[C@H](NC(=O)/C=C/c2cc(Cl)ccc2-n2cnnn2)c2cc(ccn2)-c2ccc(NC(=O)OC)cc2NC1=O,Ki,0.2,https://www.ebi.ac.uk/chembl/activity_report_card/19058302,low,proxy exclusion; replace or augment with curated patent examples before legal/IP conclusions
